Jan 04, 2022 2:15:23 PM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/opendaylight/lock
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2022-01-04T14:15:24,565 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 4 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.7 | Logging configuration changed. (Event Admin service unavailable - no notification sent).
2022-01-04T14:18:18,514 | INFO  | pool-20-thread-1 | MappingUtilsImpl                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Found node ROADM-C1
2022-01-04T14:18:18,515 | INFO  | pool-20-thread-1 | MappingUtilsImpl                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Capabilitities for node ROADM-C1: [McCapabilities{getCenterFreqGranularity=FrequencyGHz{_value=50, _UNITS=GHz}, getMcNodeName=DEG2-TTP, getSlotWidthGranularity=FrequencyGHz{_value=50, _UNITS=GHz}, augmentation=[]}, McCapabilities{getCenterFreqGranularity=FrequencyGHz{_value=50, _UNITS=GHz}, getMcNodeName=DEG1-TTP, getSlotWidthGranularity=FrequencyGHz{_value=50, _UNITS=GHz}, augmentation=[]}, McCapabilities{getCenterFreqGranularity=FrequencyGHz{_value=50, _UNITS=GHz}, getMcNodeName=SRG1-PP, getSlotWidthGranularity=FrequencyGHz{_value=50, _UNITS=GHz}, augmentation=[]}]
2022-01-04T14:18:18,515 | WARN  | pool-20-thread-1 | PceCalculation                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | endPceNode: Node Uri{_value=ROADM-C1-DEG2} is not SRG or XPONDER !
2022-01-04T14:18:18,515 | WARN  | pool-20-thread-1 | PceCalculation                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | endPceNode: Node Uri{_value=ROADM-C1-DEG2} is not SRG or XPONDER !
2022-01-04T14:18:18,515 | INFO  | pool-20-thread-1 | PceCalculation                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | Device node id ROADM-C1 for Node{getNodeId=Uri{_value=ROADM-C1-SRG1}, getSupportingNode={SupportingNodeKey{_networkRef=Uri{_value=clli-network}, _nodeRef=Uri{_value=NodeC}}=SupportingNode{getNetworkRef=Uri{_value=clli-network}, getNodeRef=Uri{_value=NodeC}, augmentation=[]}, SupportingNodeKey{_networkRef=Uri{_value=openroadm-network}, _nodeRef=Uri{_value=ROADM-C1}}=SupportingNode{getNetworkRef=Uri{_value=openroadm-network}, getNodeRef=Uri{_value=ROADM-C1}, augmentation=[]}}, augmentation=[Node1{getTerminationPoint={TerminationPointKey{_tpId=Uri{_value=SRG1-PP4-TXRX}}=TerminationPoint{getTpId=Uri{_value=SRG1-PP4-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXPP}]}, TerminationPointKey{_tpId=Uri{_value=SRG1-PP1-TXRX}}=TerminationPoint{getTpId=Uri{_value=SRG1-PP1-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXPP}]}, TerminationPointKey{_tpId=Uri{_value=SRG1-PP2-TXRX}}=TerminationPoint{getTpId=Uri{_value=SRG1-PP2-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXPP}]}, TerminationPointKey{_tpId=Uri{_value=SRG1-PP3-TXRX}}=TerminationPoint{getTpId=Uri{_value=SRG1-PP3-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXPP}]}, TerminationPointKey{_tpId=Uri{_value=SRG1-CP-TXRX}}=TerminationPoint{getTpId=Uri{_value=SRG1-CP-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXCP}]}}}, Node1{getSrgAttributes=SrgAttributes{getAvailFreqMaps={AvailFreqMapsKey{_mapName=cband}=AvailFreqMaps{getEffectiveBits=768, getFreqMap=[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1], getFreqMapGranularity=FrequencyGHz{_value=6.25, _UNITS=GHz}, getMapName=cband, getStartEdgeFreq=FrequencyTHz{_value=191.325, _UNITS=THz}, augmentation=[]}}, augmentation=[]}}, Node1{getNodeType=SRG}]}
2022-01-04T14:18:18,516 | INFO  | pool-20-thread-1 | MappingUtilsImpl                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Found node ROADM-C1
2022-01-04T14:18:18,516 | INFO  | pool-20-thread-1 | MappingUtilsImpl                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Capabilitities for node ROADM-C1: [McCapabilities{getCenterFreqGranularity=FrequencyGHz{_value=50, _UNITS=GHz}, getMcNodeName=DEG2-TTP, getSlotWidthGranularity=FrequencyGHz{_value=50, _UNITS=GHz}, augmentation=[]}, McCapabilities{getCenterFreqGranularity=FrequencyGHz{_value=50, _UNITS=GHz}, getMcNodeName=DEG1-TTP, getSlotWidthGranularity=FrequencyGHz{_value=50, _UNITS=GHz}, augmentation=[]}, McCapabilities{getCenterFreqGranularity=FrequencyGHz{_value=50, _UNITS=GHz}, getMcNodeName=SRG1-PP, getSlotWidthGranularity=FrequencyGHz{_value=50, _UNITS=GHz}, augmentation=[]}]
2022-01-04T14:18:18,516 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: getting SRG tps from ROADM node Uri{_value=ROADM-C1-SRG1}
2022-01-04T14:18:18,516 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | type = SRG-TXRX-PP for tp TerminationPoint{getTpId=Uri{_value=SRG1-PP4-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXPP}]}
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: SRG-PP tp = SRG1-PP4-TXRX found
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: adding SRG-PP tp 'SRG1-PP4-TXRX'
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | type = SRG-TXRX-PP for tp TerminationPoint{getTpId=Uri{_value=SRG1-PP1-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXPP}]}
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: SRG-PP tp = SRG1-PP1-TXRX found
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: adding SRG-PP tp 'SRG1-PP1-TXRX'
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | type = SRG-TXRX-PP for tp TerminationPoint{getTpId=Uri{_value=SRG1-PP2-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXPP}]}
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: SRG-PP tp = SRG1-PP2-TXRX found
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: adding SRG-PP tp 'SRG1-PP2-TXRX'
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | type = SRG-TXRX-PP for tp TerminationPoint{getTpId=Uri{_value=SRG1-PP3-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXPP}]}
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: SRG-PP tp = SRG1-PP3-TXRX found
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: adding SRG-PP tp 'SRG1-PP3-TXRX'
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | type = SRG-TXRX-CP for tp TerminationPoint{getTpId=Uri{_value=SRG1-CP-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXCP}]}
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: adding SRG-CP tp = SRG1-CP-TXRX 
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: availableSrgPp size = 4 && availableSrgCp size = 1 in PceNode type=SRG ID=ROADM-C1-SRG1 CLLI=NodeC
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: getting SRG tps from ROADM node Uri{_value=ROADM-C1-SRG1}
2022-01-04T14:18:18,517 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | type = SRG-TXRX-PP for tp TerminationPoint{getTpId=Uri{_value=SRG1-PP4-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXPP}]}
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: SRG-PP tp = SRG1-PP4-TXRX found
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: adding SRG-PP tp 'SRG1-PP4-TXRX'
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | type = SRG-TXRX-PP for tp TerminationPoint{getTpId=Uri{_value=SRG1-PP1-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXPP}]}
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: SRG-PP tp = SRG1-PP1-TXRX found
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: adding SRG-PP tp 'SRG1-PP1-TXRX'
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | type = SRG-TXRX-PP for tp TerminationPoint{getTpId=Uri{_value=SRG1-PP2-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXPP}]}
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: SRG-PP tp = SRG1-PP2-TXRX found
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: adding SRG-PP tp 'SRG1-PP2-TXRX'
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | type = SRG-TXRX-PP for tp TerminationPoint{getTpId=Uri{_value=SRG1-PP3-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXPP}]}
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: SRG-PP tp = SRG1-PP3-TXRX found
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: adding SRG-PP tp 'SRG1-PP3-TXRX'
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | type = SRG-TXRX-CP for tp TerminationPoint{getTpId=Uri{_value=SRG1-CP-TXRX}, augmentation=[TerminationPoint1{getTpType=SRGTXRXCP}]}
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: adding SRG-CP tp = SRG1-CP-TXRX 
2022-01-04T14:18:18,518 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | initSrgTpList: availableSrgPp size = 4 && availableSrgCp size = 1 in PceNode type=SRG ID=ROADM-C1-SRG1 CLLI=NodeC
2022-01-04T14:18:18,566 | INFO  | pool-20-thread-1 | PceCalculation                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | Device node id XPDR-A1 for Node{getNodeId=Uri{_value=XPDR-A1-XPDR1}, getSupportingNode={SupportingNodeKey{_networkRef=Uri{_value=openroadm-network}, _nodeRef=Uri{_value=XPDR-A1}}=SupportingNode{getNetworkRef=Uri{_value=openroadm-network}, getNodeRef=Uri{_value=XPDR-A1}, augmentation=[]}, SupportingNodeKey{_networkRef=Uri{_value=clli-network}, _nodeRef=Uri{_value=NodeA}}=SupportingNode{getNetworkRef=Uri{_value=clli-network}, getNodeRef=Uri{_value=NodeA}, augmentation=[]}}, augmentation=[Node1{getTerminationPoint={TerminationPointKey{_tpId=Uri{_value=XPDR1-CLIENT1}}=TerminationPoint{getTpId=Uri{_value=XPDR1-CLIENT1}, augmentation=[TerminationPoint1{getAssociatedConnectionMapPort=XPDR1-NETWORK1}, TerminationPoint1{getTpType=XPONDERCLIENT}]}, TerminationPointKey{_tpId=Uri{_value=XPDR1-CLIENT2}}=TerminationPoint{getTpId=Uri{_value=XPDR1-CLIENT2}, augmentation=[TerminationPoint1{getAssociatedConnectionMapPort=XPDR1-NETWORK2}, TerminationPoint1{getTpType=XPONDERCLIENT}]}, TerminationPointKey{_tpId=Uri{_value=XPDR1-NETWORK2}}=TerminationPoint{getTpId=Uri{_value=XPDR1-NETWORK2}, augmentation=[TerminationPoint1{getAssociatedConnectionMapPort=XPDR1-CLIENT2}, TerminationPoint1{getTpType=XPONDERNETWORK}]}, TerminationPointKey{_tpId=Uri{_value=XPDR1-NETWORK1}}=TerminationPoint{getTpId=Uri{_value=XPDR1-NETWORK1}, augmentation=[TerminationPoint1{getAssociatedConnectionMapPort=XPDR1-CLIENT1}, TerminationPoint1{getXpdrNetworkAttributes=XpdrNetworkAttributes{getTailEquipmentId=ROADM-A1-SRG1--SRG1-PP1-TXRX, augmentation=[]}}, TerminationPoint1{getTpType=XPONDERNETWORK}]}}}, Node1{getNodeType=XPONDER}]}
2022-01-04T14:18:18,567 | INFO  | pool-20-thread-1 | MappingUtilsImpl                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Found node XPDR-A1
2022-01-04T14:18:18,567 | INFO  | pool-20-thread-1 | MappingUtilsImpl                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Capabilitities for node XPDR-A1: []
2022-01-04T14:18:18,569 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | validateAZxponder: A or Z node detected == XPDR-A1-XPDR1
2022-01-04T14:18:18,569 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | PceNod: initXndrTps for node : Uri{_value=XPDR-A1-XPDR1}
2022-01-04T14:18:18,569 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | PceNod: initXndrTps for node : Uri{_value=XPDR-A1-XPDR1}
2022-01-04T14:18:18,570 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | PceNod: initXndrTps for node : Uri{_value=XPDR-A1-XPDR1}
2022-01-04T14:18:18,570 | INFO  | pool-20-thread-1 | PceCalculation                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | Device node id XPDR-B1 for Node{getNodeId=Uri{_value=XPDR-B1-XPDR1}, getSupportingNode={SupportingNodeKey{_networkRef=Uri{_value=openroadm-network}, _nodeRef=Uri{_value=XPDR-B1}}=SupportingNode{getNetworkRef=Uri{_value=openroadm-network}, getNodeRef=Uri{_value=XPDR-B1}, augmentation=[]}, SupportingNodeKey{_networkRef=Uri{_value=clli-network}, _nodeRef=Uri{_value=NodeB}}=SupportingNode{getNetworkRef=Uri{_value=clli-network}, getNodeRef=Uri{_value=NodeB}, augmentation=[]}}, augmentation=[Node1{getTerminationPoint={TerminationPointKey{_tpId=Uri{_value=XPDR1-CLIENT1}}=TerminationPoint{getTpId=Uri{_value=XPDR1-CLIENT1}, augmentation=[TerminationPoint1{getAssociatedConnectionMapPort=XPDR1-NETWORK1}, TerminationPoint1{getTpType=XPONDERCLIENT}]}, TerminationPointKey{_tpId=Uri{_value=XPDR1-CLIENT2}}=TerminationPoint{getTpId=Uri{_value=XPDR1-CLIENT2}, augmentation=[TerminationPoint1{getAssociatedConnectionMapPort=XPDR1-NETWORK2}, TerminationPoint1{getTpType=XPONDERCLIENT}]}, TerminationPointKey{_tpId=Uri{_value=XPDR1-NETWORK2}}=TerminationPoint{getTpId=Uri{_value=XPDR1-NETWORK2}, augmentation=[TerminationPoint1{getAssociatedConnectionMapPort=XPDR1-CLIENT2}, TerminationPoint1{getTpType=XPONDERNETWORK}]}, TerminationPointKey{_tpId=Uri{_value=XPDR1-NETWORK1}}=TerminationPoint{getTpId=Uri{_value=XPDR1-NETWORK1}, augmentation=[TerminationPoint1{getAssociatedConnectionMapPort=XPDR1-CLIENT1}, TerminationPoint1{getXpdrNetworkAttributes=XpdrNetworkAttributes{getTailEquipmentId=ROADM-B1-SRG1--SRG1-PP1-TXRX, augmentation=[]}}, TerminationPoint1{getTpType=XPONDERNETWORK}]}}}, Node1{getNodeType=XPONDER}]}
2022-01-04T14:18:18,571 | INFO  | pool-20-thread-1 | MappingUtilsImpl                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Found node XPDR-B1
2022-01-04T14:18:18,571 | INFO  | pool-20-thread-1 | MappingUtilsImpl                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Capabilitities for node XPDR-B1: []
2022-01-04T14:18:18,571 | WARN  | pool-20-thread-1 | PceCalculation                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT |  validateNode: Node is ignored
2022-01-04T14:18:18,572 | INFO  | pool-20-thread-1 | PceCalculation                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | Device node id XPDR-C1 for Node{getNodeId=Uri{_value=XPDR-C1-XPDR1}, getSupportingNode={SupportingNodeKey{_networkRef=Uri{_value=clli-network}, _nodeRef=Uri{_value=NodeC}}=SupportingNode{getNetworkRef=Uri{_value=clli-network}, getNodeRef=Uri{_value=NodeC}, augmentation=[]}, SupportingNodeKey{_networkRef=Uri{_value=openroadm-network}, _nodeRef=Uri{_value=XPDR-C1}}=SupportingNode{getNetworkRef=Uri{_value=openroadm-network}, getNodeRef=Uri{_value=XPDR-C1}, augmentation=[]}}, augmentation=[Node1{getTerminationPoint={TerminationPointKey{_tpId=Uri{_value=XPDR1-CLIENT1}}=TerminationPoint{getTpId=Uri{_value=XPDR1-CLIENT1}, augmentation=[TerminationPoint1{getAssociatedConnectionMapPort=XPDR1-NETWORK1}, TerminationPoint1{getTpType=XPONDERCLIENT}]}, TerminationPointKey{_tpId=Uri{_value=XPDR1-CLIENT2}}=TerminationPoint{getTpId=Uri{_value=XPDR1-CLIENT2}, augmentation=[TerminationPoint1{getAssociatedConnectionMapPort=XPDR1-NETWORK2}, TerminationPoint1{getTpType=XPONDERCLIENT}]}, TerminationPointKey{_tpId=Uri{_value=XPDR1-NETWORK2}}=TerminationPoint{getTpId=Uri{_value=XPDR1-NETWORK2}, augmentation=[TerminationPoint1{getAssociatedConnectionMapPort=XPDR1-CLIENT2}, TerminationPoint1{getTpType=XPONDERNETWORK}]}, TerminationPointKey{_tpId=Uri{_value=XPDR1-NETWORK1}}=TerminationPoint{getTpId=Uri{_value=XPDR1-NETWORK1}, augmentation=[TerminationPoint1{getAssociatedConnectionMapPort=XPDR1-CLIENT1}, TerminationPoint1{getXpdrNetworkAttributes=XpdrNetworkAttributes{getTailEquipmentId=ROADM-C1-SRG1--SRG1-PP1-TXRX, augmentation=[]}}, TerminationPoint1{getTpType=XPONDERNETWORK}]}}}, Node1{getNodeType=XPONDER}]}
2022-01-04T14:18:18,572 | INFO  | pool-20-thread-1 | MappingUtilsImpl                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Found node XPDR-C1
2022-01-04T14:18:18,572 | INFO  | pool-20-thread-1 | MappingUtilsImpl                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Capabilitities for node XPDR-C1: []
2022-01-04T14:18:18,572 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | validateAZxponder: A or Z node detected == XPDR-C1-XPDR1
2022-01-04T14:18:18,572 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | PceNod: initXndrTps for node : Uri{_value=XPDR-C1-XPDR1}
2022-01-04T14:18:18,572 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | PceNod: initXndrTps for node : Uri{_value=XPDR-C1-XPDR1}
2022-01-04T14:18:18,573 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | PceNod: initXndrTps for node : Uri{_value=XPDR-C1-XPDR1}
2022-01-04T14:18:18,583 | INFO  | pool-20-thread-1 | PceCalculation                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | validateLink: link Link{getDestination=Destination{getDestNode=Uri{_value=ROADM-C1-SRG1}, getDestTp=SRG1-CP-TXRX, augmentation=[]}, getLinkId=Uri{_value=ROADM-C1-DEG1-DEG1-CTP-TXRXtoROADM-C1-SRG1-SRG1-CP-TXRX}, getSource=Source{getSourceNode=Uri{_value=ROADM-C1-DEG1}, getSourceTp=DEG1-CTP-TXRX, augmentation=[]}, augmentation=[Link1{getLinkType=DROPLINK, getOppositeLink=Uri{_value=ROADM-C1-SRG1-SRG1-CP-TXRXtoROADM-C1-DEG1-DEG1-CTP-TXRX}}]} 
2022-01-04T14:18:18,585 | INFO  | pool-20-thread-1 | PceLink                          | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | PceLink: : PceLink start 
2022-01-04T14:18:18,585 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | getRdmSrgClient: Getting PP client for tp 'SRG1-CP-TXRX' on node : Uri{_value=ROADM-C1-SRG1}
2022-01-04T14:18:18,585 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | getRdmSrgClient: Getting BI Directional PP port ...
2022-01-04T14:18:18,585 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | getRdmSrgClient:  Getting client PP for CP 'SRG1-CP-TXRX'
2022-01-04T14:18:18,587 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | getRdmSrgClient: client PP Optional[SRG1-PP1-TXRX] for CP SRG1-CP-TXRX found !
2022-01-04T14:18:18,588 | INFO  | pool-20-thread-1 | PceCalculation                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | validateLink: link Link{getDestination=Destination{getDestNode=Uri{_value=ROADM-B1-DEG2}, getDestTp=DEG2-CTP-TXRX, augmentation=[]}, getLinkId=Uri{_value=ROADM-B1-DEG1-DEG1-CTP-TXRXtoROADM-B1-DEG2-DEG2-CTP-TXRX}, getSource=Source{getSourceNode=Uri{_value=ROADM-B1-DEG1}, getSourceTp=DEG1-CTP-TXRX, augmentation=[]}, augmentation=[Link1{getLinkType=EXPRESSLINK, getOppositeLink=Uri{_value=ROADM-B1-DEG2-DEG2-CTP-TXRXtoROADM-B1-DEG1-DEG1-CTP-TXRX}}]} 
2022-01-04T14:18:18,588 | INFO  | pool-20-thread-1 | PceLink                          | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | PceLink: : PceLink start 
2022-01-04T14:18:18,588 | INFO  | pool-20-thread-1 | PceCalculation                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | validateLink: link Link{getDestination=Destination{getDestNode=Uri{_value=ROADM-A1-SRG3}, getDestTp=SRG3-CP-TXRX, augmentation=[]}, getLinkId=Uri{_value=ROADM-A1-DEG1-DEG1-CTP-TXRXtoROADM-A1-SRG3-SRG3-CP-TXRX}, getSource=Source{getSourceNode=Uri{_value=ROADM-A1-DEG1}, getSourceTp=DEG1-CTP-TXRX, augmentation=[]}, augmentation=[Link1{getLinkType=DROPLINK, getOppositeLink=Uri{_value=ROADM-A1-SRG3-SRG3-CP-TXRXtoROADM-A1-DEG1-DEG1-CTP-TXRX}}]} 
2022-01-04T14:18:18,588 | INFO  | pool-20-thread-1 | PceLink                          | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | PceLink: : PceLink start 
2022-01-04T14:18:18,588 | INFO  | pool-20-thread-1 | PceOpticalNode                   | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | getRdmSrgClient: Getting PP client for tp 'SRG3-CP-TXRX' on node : Uri{_value=ROADM-A1-SRG3}
